_program_index,program_index,pixel_count,abs_diff_pixel_count,pixel_count_p,abs_diff_pixel_count_p,datetime_jst,speed_distance_km_h,abs_diff_distance_m,camera_command,camera_recording,speaker_on
0,1,0,0,0.0,0.0,2024-05-24 05:44:32+09:00,1.5991189793693623,0.4441997168007732,1.0,1.0,0.0
1,2,0,0,0.0,0.0,2024-05-24 05:44:32+09:00,1.5991189793693623,0.4441997168007732,1.0,1.0,0.0
2,3,0,0,0.0,0.0,2024-05-24 05:44:32+09:00,1.5991189793693623,0.4441997168007732,1.0,1.0,0.0
3,4,0,0,0.0,0.0,2024-05-24 05:44:32+09:00,1.5991189793693623,0.4441997168007732,1.0,1.0,0.0
4,5,0,0,0.0,0.0,2024-05-24 05:44:32+09:00,1.5991189793693623,0.4441997168007732,1.0,1.0,0.0
5,6,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
6,7,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
7,8,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
8,9,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
9,10,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
10,11,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
11,12,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
12,13,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
13,14,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
14,15,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
15,16,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
16,17,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
17,18,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
18,19,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
19,20,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
20,21,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
21,22,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
22,23,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
23,24,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
24,25,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
25,26,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
26,27,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
27,28,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
28,29,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
29,30,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
30,31,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
31,32,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
32,33,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
33,34,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
34,35,0,0,0.0,0.0,2024-05-24 05:44:33+09:00,1.5991189793693623,0.0,1.0,1.0,0.0
35,36,0,0,0.0,0.0,2024-05-24 05:44:34+09:00,3.198237959852146,0.4441997168007732,1.0,1.0,0.0
36,37,0,0,0.0,0.0,2024-05-24 05:44:34+09:00,3.198237959852146,0.4441997168007732,1.0,1.0,0.0
37,38,0,0,0.0,0.0,2024-05-24 05:44:34+09:00,3.198237959852146,0.4441997168007732,1.0,1.0,0.0
38,39,1349,1349,0.0043912760416666,0.0043912760416666,2024-05-24 05:44:34+09:00,3.198237959852146,0.4441997168007732,1.0,1.0,0.0
